14.3466862703688,8.37
42.6309575178307,8.37
70.9152287652926,8.37
99.1995000127545,8.37
113.341635636485,8.37
141.625906883947,8.37
169.910178131409,8.37
198.194449378871,8.37
14.3466862703688,48.37
42.6309575178307,48.37
70.9152287652926,48.37
99.1995000127545,48.37
113.341635636485,48.37
141.625906883947,48.37
169.910178131409,48.37
198.194449378871,48.37
14.3466862703688,148.37
42.6309575178307,148.37
70.9152287652926,148.37
99.1995000127545,148.37
113.341635636485,148.37
141.625906883947,148.37
169.910178131409,148.37
198.194449378871,148.37
14.3466862703688,188.37
42.6309575178307,188.37
70.9152287652926,188.37
99.1995000127545,188.37
198.194449378871,188.37
85.0573643890235,88.37
127.483771260216,88.37
56.7730931415616,128.37
155.768042507678,128.37
99.1995000127545,108.37
113.341635636485,108.37
42.6309575178307,88.37
155.7680425,88.37
42.6309575178307,108.37
155.7680425,108.37
50,40
50,160
118,40
118,160
109,40
168,160
168,80
168,40
118,80
50,80
109,80
109,160
110,70
110,50
110,30
110,10
105,57
